,고유번호,상호명,신주소,Latitude,Longitude,전화번호,TAG,dis_diff,Time,distance
121,2052,하늘물빛 전통 천연 염색 연구소,03051 서울 종로구 창덕궁5길 8 (원서동),37.5831764,126.9892821,02-765-9970,"공방,전통문화체험,염색,하늘물빛,북촌문화센터,북촌한옥마을,전통천연염색연구소,천연염색",0.017160838,16,2.4
122,2060,선유교,"07200 서울 영등포구 선유로 343 (당산동, 선유도공원)",37.5437229,126.8997207,02-2631-9368,"서울벚꽃,양화대교,선유도공원,서울선유도,다리,생태공원,시간의정원,선유교",0.08340897,47,11.1
123,2066,김종영 미술관,03004 서울특별시 종로구 평창32길 30 (평창동),37.6129249,126.9775735,02-3217-6484,"미술관,광화문역,문화,길음역,경복궁역,전시,갤러리,김종영갤러리,김종영",0.043579935,50,7.8
124,2084,가나아트센터,03004 서울 종로구 평창30길 28 (가나아트센타),37.6121861,126.9750972,02-720-1020,"종로갤러리,예술,윤종석,가나아트센터,경복궁역,미술관,심상풍경,김종구,문화",0.043000418,48,7.5
125,2087,마로니에공원,03087 서울 종로구 대학로 104 (동숭동),37.5804885,127.0024063,02-2148-1114,"혜화역,마로니에공원,대학로,공원,문화,아르코-예술극장",0.025832562,16,3.6
126,2100,망우리공원,02180 서울특별시 중랑구 망우로70길 64-8 (망우동),37.5958179,127.1032459,02-2094-2344,"망우리공원묘지,망우산,역사,망우리공원,연보비,상봉역,산책로,공원",0.126943028,76,19.2
127,2101,서울월드컵경기장,03932 서울특별시 마포구 월드컵로 240 (성산동) 월드컵주경기장,37.5682588,126.8972774,-4138,"문화공간,월드컵전시관,경기장,레저,서울월드컵경기장,상암월드컵경기장,체육시설,월드컵경기장역",0.081818464,44,11.5
128,2107,대학로,서울특별시 종로구 혜화로 12,37.5897083,127.0002449,02-2148-1812,"서울데이트코스,동승동,테마거리,문화,혜화역,이화동,대학로,명륜동, 문화공간,혜화동,연건동",0.029346129,16,3.4
129,2119,월드컵공원,03900 서울특별시 마포구 하늘공원로 108-1,37.5637561,126.9084211,02-300-5500,"하늘공원,서울공원데이트,난지한강공원,자연,노을공원,공원,평화의공원,난지천공원,상암월드컵공원,월드컵공원",0.07088994,47,12.5
130,2121,삼청동 골목길,서울특별시 종로구 가회동 일대,37.5800055,126.9846912,02-120,"삼청동길,경복궁돌담길,가회동,삼청공원,삼청동골목길,북촌, 문화,문화공간",0.012019929,10,1.9
131,2126,한강 이랜드크루즈,"07337 서울 영등포구 여의동로 280 (여의도동, 진성나루)",37.5287832,126.9357239,02-6291-6900,"하천,한강이랜드크루즈,자연,이랜드크루즈애슐리,이랜드크루즈뷔페,런닝맨,한강데이트,한강유람선,이랜드크루즈",0.059395834,39,8.7
132,2130,고덕 수변생태공원,서울특별시 강동구 고덕동 374-1 일대,37.5708723,127.156129,02-426-0755,"자연,한강,한강라이딩,서울산책,서울운전연습,잠실,고덕수변생태공원",0.177047063,86,25.9
133,2134,정동제일교회,04516 서울특별시 중구 정동길 46 (정동),37.5652468,126.97249,02-753-0001~3,"정동제일교회,한국최초교회,정동교회,종교,교회,성지",0.007781328,7,1.5
134,2139,올림픽공원,"05540 서울 송파구 올림픽로 424 (방이동, 올림픽공원)",37.5206868,127.1214941,02-410-1114,"잠실,들꽃마루,장미축제,뮤즈인시티페스티벌,나홀로나무,올림픽공원,체조경기장,올리브푸드페스티벌",0.150497815,72,21.7
135,2158,양재 시민의 숲,06773 서울특별시 서초구 매헌로 99 (양재동),37.4712172,127.0367358,02-575-3895,"공원,산책로,시민의숲,단풍명소,서울벚꽃,자전거,매헌윤봉길의사,서울데이트,자연,양재시민의숲,바베큐장",0.113830846,78,23.9
136,2161,여의도 공원,"07243 서울 영등포구 여의공원로 68 (여의도동, 여의도공원관리사무소)",37.523816,126.918916,02-761-4078,"여의도역,밤도깨비야시장,여의도공원,공원,산책로,서울야시장,여의나루역,서울밤도깨비시장, 문화",0.07547179,38,8.2
137,2175,암사동선사유적박물관,05239 서울 강동구 올림픽로 875 (서울 암사동 유적),37.5605739,127.1308674,02-3425-6520,"유적지,선사유적지,역사,암사동선사주거지,전시,관광지,암사역",0.152033843,88,23.5
138,2189,보라매공원,"07062 서울 동작구 여의대방로20길 33 (신대방동, 보라매공원)",37.4932343,126.9197115,02-2181-1190,"보라매역,보라매암벽등반장,보라매역,보라매공원,신대방역,공원,문화,신대방역,쉼터",0.096552821,93,24.8
139,2193,롯데월드 어드벤처,05554 서울특별시 송파구 올림픽로 240 (잠실동),37.5078953,127.0861619,02-1661-2000,"롯데월드전망대,매직패스,테마파크,롯데월드어드벤처,문화,롯데월드,불꽃놀이,롯데월드어드벤쳐,매직아일랜드",0.123466815,64,19.4
140,2210,몽촌토성,05540 서울특별시 송파구 올림픽로 424 (방이동),37.5206868,127.1214941,02-2147-2814,"몽촌토성역,몽촌역사관,잠실올림픽공원,올림픽공원,역사,유적지,몽촌토성역,몽촌토성",0.150497815,72,21
141,2220,반포대교 달빛무지개분수,"06500 서울 서초구 동작대로 350 (반포동, 동작대교 전망카페)",37.505914,126.9809672,02-3780-0578,"러브블라썸크루즈,반포대교달빛무지개분수,한강야경,세계최장교량분수,반포대교음악분수,한강데이트,분수,반포대교분수쇼, 조형",0.06348511,50,15.8
142,2230,까델루포,03042 서울특별시 종로구 자하문로16길 5-5 (효자동),37.5817921,126.9714078,02-734-5233,"이재훈셰프,한옥 레스토랑,이탈리안 요리,까델루포,맛집,효자동,서촌맛집,까델루뽀",0.014603642,14,2.3
143,2233,테크노마트,05116 서울 광진구 광나루로56길 85 (구의동 546-4),37.5351173,127.0957751,02-3424-0114,"강변쇼핑몰,쇼핑몰,강변역,강변테크노마트,테크노마트,신도림테크노마트,신도림,쇼핑,동서울",0.121610632,63,18.5
144,2247,갤러리팩토리,03043 서울 종로구 자하문로10길 15,37.5794796,126.9723986,02-733-4883,"갤러리팩토리,통인시장,팩토리,서촌갤러리,종로구창성동,경복궁,갤러리,서촌마을",0.012121461,12,2
145,2250,영학정,07990 서울 양천구 목동동로 316-8 (영학정),37.5286789,126.8785006,010-5234-2322,"양궁장,정자,오목교,영학정,자연,활쏘기체험,양천구,산책로,목동양궁",0.108506944,66,17.1
146,2252,일민미술관,"03187 서울 종로구 세종대로 152 (세종로, 일민미술관)",37.569784,126.977664,02-2020-2050,"광화문이마,예술,전시,일민미술관이마,미술관,광화문,광화문카페,광화문카페이마,일민미술관,카페이마,문화",0.001482886,5,0.532
147,2256,정보소극장,"03086 서울특별시 종로구 대학로12길 38, 정보빌딩 1층 (동숭동)",37.582443,127.0037038,02-3673-0554,"문화,대학로,공연장,공연장,대학로정보소극장,정보소극장,나의PS파트너,예술",0.027870992,18,4
148,2257,불광천(신응교),서울은평구불광동서대문구북가좌동일대,37.592323,126.914347,NA,"서울벚꽃,봄나들이,벚꽃축제,불광천,불광사,불광천벚꽃,서울산책로,하천,산책로,건강",0.068689275,53,14.6
149,2263,감로천 생태공원,"08556 서울 금천구 독산로54길 188 (독산동, 금천구민문화체육센터)",37.4700176,126.907368,02-2627-2395,"산책로,금천구독산동,금천구민문화체육센터,공원,감로천생태공원,서울생태공원,자연",0.122535542,100,24.8
150,2269,고척근린공원,"08239 서울 구로구 고척로45길 31 (고척동, 고척시립도서관)",37.5053648,126.853141,02-2619-6640,"공원,구로구민체육센터,자연,산책로,문화,고척시립도서관,개봉역,고척근린공원",0.141278287,88,22.6
151,2275,서울시민천문대,01779 서울 노원구 동일로 동일로 205길 13 서울영어과학교육센터/서울시민천문대,37.640684,127.0651902,02-971-6232,"영어체험,우주인이소연,문화,공원,서울영어과학교육센터,영어과학체험공원,영어과학공원,과학체험",0.111799098,68,21
152,2285,국립현대미술관 창동레지던시,01469 서울특별시 도봉구 덕릉로 257 (창동) 창동레지던시,37.6406935,127.0394059,02-995-0995,"예술,미술,창동미술창작스튜디오,미술관,국립현대미술관창동레지던시,전시,문화체육관광부,문화",0.093408078,70,21.8
153,2287,홍제천,"120-090 서울특별시 서대문구 홍제동 종로구, 서대문구, 마포구 일대",37.5876438,126.9514202,02-330-1792,"서대문,무한도전,홍제천,산책로,자연,홍제천축제,하천,홍제천분수,홍제천자전거",0.033157322,31,6.8
156,2302,불광천 해담는다리,03680 서울 서대문구 불광천길 156,37.5820599,126.9091092,02-120,"다리,자연,북가좌동,증산역,산책로,불광천해담는다리,교각",0.071120145,49,13.3
157,2358,관훈동 민씨 가옥,"04626 서울 중구 퇴계로34길 28 (필동2가, 남산골한옥마을)",37.559315,126.994477,02-2264-4412,"서울한옥마을,남산골한옥마을,관훈동민씨가옥,전통혼례,유적지,전통문화체험,역사,서울여행지",0.018383179,12,2.4
158,2372,살곶이다리,서울특별시성동구행당동 58,37.55451,127.045987,02-2286-5204,"한강산책코스,산책로,유적지,살곶이다리,역사,서울산책코스,전곶교,교각,최장교,살곶이체육공원",0.068529514,28,8.7
159,2388,아라리오 갤러리 서울,03053 서울특별시 종로구 북촌로5길 84 (소격동),37.5800697,126.9803914,02-541-5701,"아라리오 서울 갤러리,종로미술관,갤러리,문화,예술,전시,미술관,미술,종로갤러리,화랑,아라리오갤러리",0.010777469,11,2
160,2395,세검정,03018 서울특별시 종로구 세검정로 244 (세검정),37.6008534,126.9596905,02-731-0412,"종로구신영동,자연,인조반정,종로구세검정, 유적지,세검정,북한산성",0.036978335,32,5.3
161,2406,아트선재센터,"03062 서울 종로구 율곡로3길 87 (소격동, 아트선재센타)",37.5794981,126.9819725,02-733-8949,"아트선재센터,행위예술,전시,미술관,관광지,예술,음악회,안국역,문화",0.010529515,10,1.8
162,2429,탄천양재천 방문자센터,서울특별시서초구양재1동바우뫼로,37.4985256,127.0732684,02-2155-7153,"산책로,탄천운동장,하천, 양재천&탄천,자연,양재천벚꽃,양재천카페거리,강남벚꽃,양재천산책로",0.105689704,61,18.6
163,2435,연세대학교 스팀슨관,03722 서울특별시 서대문구 연세로 50 (신촌동),37.564089,126.9389809,02-2123-2114,"연세대신촌캠퍼스,신촌,서울벚꽃명소,연세로,유적지,연희전문학교,역사,스팀슨관&언더우드관&아펜젤러관",0.040453754,27,4.8
164,2447,충무아트센터,"04569 서울 중구 퇴계로 387 (흥인동, 충무아트센터)",37.5660165,127.014653,02-2230-6600,"동대문역사문화공원역,공연,문화,예술,충무아트홀, 공연장,충무아트센터",0.035722578,14,3.9
165,2482,이화장(梨花莊),03088 서울특별시 종로구 이화장1길 32 (이화동),37.5782394,127.0063422,02-741-0815,"종로구이화동,이승만기념관,이승만대통령,역사,유적지기념관,이화장",0.028660395,21,3.8
166,2545,방이동 백제고분군,05644 서울특별시 송파구 오금로 219 (방이동),37.5076341,127.1219307,02-2147-2012,"방이동고분,삼국시대고분군,백제고분,서울유적지,문화유적,유적지,역사,방이동백제고분군",0.155613088,84,24.4
167,2587,조계사,03144 서울특별시 종로구 우정국로 55 (조계사),37.5743716,126.9826498,02-768-8600,"종로구조계사,조계사,사찰,서울템플스테이,서울조계사,유형문화재,종교,절,목불좌상,혜능대사",0.006138997,8,1.3
168,2615,서대문자연사박물관,03718 서울특별시 서대문구 연희로32길 51 (연희동),37.5766913,126.9378364,02-330-8899,"연희동,전시,역사,유물,서대문자연사박물관,박물관,문화재,서대문박물관,주말에가볼만한곳,아이와가볼만한곳",0.04189632,36,6.1
169,2637,춘원당 한방박물관,03139 서울 종로구 돈화문로9길 27 (춘원당한방박물관),37.5717844,126.9903293,02-3672-2005,"박물관,춘원당한방박물관,유물,전통,춘원당한의원,춘원당,전시,종로구낙원동,한방",0.011497092,8,1.6
170,2643,잠실야구장,138-220 서울특별시 송파구 올림픽로 25 (잠실동),37.5122579,127.0719011,02-2202-3834,"경기장,두산베어스,잠실야구장,LG트윈스,잠실야구경기장,레저,잠실종합운동장,프로야구",0.108977779,62,18.4
171,2723,서울역사박물관,"03177 서울 종로구 새문안로 55 (신문로2가, 서울역사박물관)",37.5704837,126.9705674,02-724-0274,"서대문역,광화문역,서울역사,박물관,토요배리어프리영화관,경희궁,역사,서울박물관,서울역사박물관",0.008593205,9,1.4
172,2730,한국은행화폐박물관,"100-794 서울특별시 중구 남대문로 39, 한국은행건물 (남대문로3가)",37.5619687,126.9803334,02-759-4881,"박물관, 한국은행화폐박물관,전시,한국은행,역사",0.007506581,8,1.5
173,2768,서울극장,"03192 서울 종로구 돈화문로 13 (관수동, 서울극장)",37.5697471,126.9916915,02-2269-2700,"종로,갤러리1964,종로영화관,서울아트시네마,서울극장,문화,극장",0.012608802,8,1.7
174,2789,문래동 예술촌,150-093 서울특별시 영등포구 도림로128가길 13-8,37.5141744,126.8976792,02-120,"문화,문래예술촌,문래동창작촌,문래예술공장,문화공간,문래창작촌,문래동예술촌,문래동카페,문래동맛집",0.098357203,76,20
175,2802,워커힐 카지노,"04963 서울 광진구 워커힐로 177 (광장동, 그랜드워커힐서울)",37.5552126,127.1108905,"02-450-4830,4826","바라카,워커힐카지노,룰렛, 슬롯머신,워커힐호텔,그랜드워커힐, 블랙잭,그랜드워커힐서울,카지노,포커게임,파라다이스카지노",0.13256051,74,20.9
176,2841,망원 한강공원,04005 서울특별시 마포구 마포나루길 467 (망원동) 한강공원망원지구사무소,37.5557262,126.8945702,02-3780-0601,"합정역,합정한강,건강,한강공원망원지구,한강벚꽃,마포구청역,공원,망리단길,망원동데이트코스,망원한강공원",0.085612487,44,10.7
178,2885,PKM갤러리,"03049 서울 종로구 삼청로7길 40 (삼청동, 피케이엠 갤러리)",37.5840393,126.9801337,02-734-9467,"PKM가든카페,예술,삼청동갤러리,전시,삼청동카페,문화,화랑,갤러리,삼청동,PKM갤러리,삼청동전시회,미술관",0.014705206,14,2.2
179,2909,잠원 한강공원,06513 서울특별시 서초구 잠원로 221-124 (잠원동) 한강공원잠원안내센터,37.5277524,127.01948,02-3780-0531,"건강,가로수길한강,신사역한강,잠원한강공원,압구정한강,한강공원잠원지구,공원,잠원벚꽃,서울데이트코스",0.057996744,58,18.6
180,2925,국기원,"06130 서울 강남구 테헤란로7길 32 (역삼동, 국기원)",37.5019603,127.030244,02-567-1058,"국기원, 전통,무예,세계태권도본부,경기장,태권도,국기원품단전환,국기원단증,문화유산,태권도단증",0.08462357,74,20.5
181,2930,KT스퀘어,"110-777 서울특별시 종로구 세종대로 178, KT광화문지사 1층 (세종로)",37.5721452,126.9778305,1577-5599,"문화공간,KT스퀘어,광화문,올레스퀘어,광화문올레스퀘어,올레스퀘어공연,KT올레스퀘어,문화",0.003045748,6,0.834
182,2940,하얏트 아이스링크,"04347 서울 용산구 소월로 322 (한남동, 하얏트호텔)",37.5393346,126.9972683,02-797-1234,"레저,아이스링크,서울스케이트장,스케이트장,하얏트아이스링크,스케이트",0.035110052,32,5.4
183,2962,고려대학교 본관 ,"02841 서울 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스)",37.590799,127.0277773,02-3290-1114,"유적지,고려대학교안암캠퍼스,고려대학교중앙도서관,역사,고려대학교본관 및 구중앙도서관,성북구안암동",0.053195536,29,6.6
184,2973,국립극장,"04621 서울 중구 장충단로 59 (장충동2가, 국립극장)",37.5525561,126.9996092,02-2280-4114,"문화,극장,남산,국립극장,영화,공연장,동대입구역,공연",0.026530328,27,5
185,3008,낙성대 공원,"08799 서울 관악구 낙성대로 77 (봉천동, 낙성대공원)",37.4711007,126.95999,02-879-6519,"낙성대공원도서관,공원,역사,서울데이트,낙성대둘레길,산책로,낙성대공원,낙성대가볼만한곳,낙성대볼거리,강감찬동상",0.10010922,115,29.2
186,3085,토탈미술관,03004 서울 종로구 평창32길 8,37.6120334,126.9756591,02-379-7037,"길음역,예술,토탈미술관, 미술관,아트숍, 문화,공연,경복궁역,전시",0.042799698,49,7.6
187,3095,결련택견협회,03164 서울 종로구 삼일대로 407 (인사동),37.5716555,126.9862326,02-733-2469,"인사동,인사동문화마당,결련택견, 경기장,송덕기,택견,결련택견중앙본부전수관,레저,택견공연,무형문화재",0.007500573,7,1.1
188,3100,금호미술관,"03062 서울 종로구 삼청로 18 (사간동, 금호미술관)",37.5774224,126.9798857,02-720-5114,"경복궁역,전시,광화문역,금호미술관,미술관,안국역,문화,예술",0.008090492,9,1.3
189,3136,종로 청운공원,서울시종로구창의문로 119 (청운동),37.607361,126.963951,NA,"자연,공원,서울드라이브코스,드라마촬영지,윤동주시인의언덕,인왕산,인현왕후의남자,청운공원,서울해맞이명소",0.040894439,27,3.6
191,3177,성균관대학교 명륜당,110-812 서울특별시 종로구 성균관로 25-1,37.5849663,126.9970522,02-760-1472,"역사,성균관대학교인문사회과학캠퍼스,성균관명륜당,종로구명륜동,명륜당,명륜당은행나무,성균관대학교,유적지",0.023788773,20,4.1
351,11849,루카511,"06010 서울 강남구 도산대로81길 40 (청담동, LUKE511빌딩)",37.5269781,127.0468712,02-540-6640,"청담동,김수현,청담동핫플레이스,명품거리,청담루카511,별에서온그대,맛집,청담동레스토랑,드라마촬영지,레스토랑,루카511",0.079948139,59,17.1
354,11883,정샘물 인스피레이션,"06016 청담WEST점 : 서울 강남구 도산대로63길 15 (청담동, 아베다빌딩) 청담EAST점 : 서울 강남구 도산대로81길 57",37.527251,127.0452963,02-518-8100,"미용,청담동-뷰티-살롱-문화,메이크업,정샘물-인스피레이션,헤어-메이크업-스킨케어-네일-웨딩,K-beauty,뷰티,정샘물",0.078470497,53,15.6
355,11897,국립국악박물관,"06757 서울 서초구 남부순환로 2364 (서초동, 국립국악원)",37.4777592,127.0083043,02-580-3300,"국립국악박물관,국악,서초동,박물관,공연,역사,관광지,국립국악원,전시",0.096157951,78,21.2
358,11923,그레뱅 뮤지엄,"04523 서울 중구 을지로 23 (을지로1가, 을지로별관)",37.5662585,126.9804555,02-777-4700,"이색데이트,밀랍인형박물관,한류관광지,을지로입구박물관,그레뱅 뮤지엄,서울데이트코스,빅뱅,한류스타,박물관,아이들과가볼만한곳,명동박물관,문화, 밀랍인형",0.003399818,4,0.935
362,11992,서초관광정보센터,"06615 서울 서초구 강남대로 399 (서초동, 몬테소리)",37.4982126,127.0268238,02-3478-1261,"관광정보,서초관광정보센터,강남역사거리,의료관광,강남역",0.085686863,68,20.4
367,12080,음악의 숲,04561 서울특별시 중구 을지로44길 17-7 (광희동1가),37.5652238,127.0068626,02-2274-2254,"영화써니,써니촬영장소, 복고풍, 데이트장소,동대문역사문화공원역,서촌카페,카페,커피숍,음악의숲",0.028082263,73,21.5
372,12211,와인북카페,06040 서울특별시 강남구 논현로149길 5 (논현동),37.5184985,127.0279857,02-549-0490,"이탈리아음식,이민호,논현동맛집,압구정,와인바,와인북카페,강남",0.070562012,66,20.1
373,12226,어라운드더코너 가로수길점,06028 서울특별시 강남구 압구정로12길 24 (신사동),37.5223299,127.0224459,02-545-5325,"어라운드더코너 가로수길점,신사역,한류 패션,의류편집매장,쇼핑,의류쇼핑",0.063974798,61,19.4
374,12282,놋그릇가지런히 놋이,03036 서울특별시 종로구 자하문로13길 3 (통인동),37.5799281,126.9709206,02-736-6262,"서촌카페,서촌한식,유기,종로,놋이,놋그릇,통인동,서촌,한식디저트",0.01334756,105,35
378,12469,스타일난다 홍대플래그십스토어,04053 서울특별시 마포구 와우산로29다길 23 (서교동),37.554642,126.9275229,02-333-9215,"스타일난다,스타일난다오프라인,여성의류,Stylenanda,홍대,홍대쇼핑,홍대스타일난다",0.053627817,31,6.3
379,12498,메이필드 호텔,07506 서울특별시 강서구 방화대로 94 (외발산동),37.5475247,126.8187885,02-2660-9000,"강서구호텔,뷔페,5월의정원,메이필드호텔,메이필드,연회장",0.161781642,85,21.7
380,12561,카페 로쏘 종로,03054 서울 종로구 삼청로 81-12,37.582836,126.9812357,02-722-2622,"핸드드립커피,초코케이크,삼청동,삼청동카페로쏘,로쏘,커피숍,오렌지케이크,카페",0.013634862,12,2
381,12596,자유통일문화원,03036 서울 종로구 자하문로13길 4-9 (통인동),37.5804518,126.9707447,02-722-8254,"문화체험,전통문화체험,사단법인,종로,전통문화원,예절교육",0.013870585,8,1.4
382,12711,핫트랙스 영등포점,07305 서울 영등포구 영중로 15 (타임스퀘어) 2층 교보문고 핫트랙스,37.5170529,126.9027662,02-2678-9961,"교보문고,교보문고핫트랙스, 타임스퀘어,영등포,타임스퀘어핫트랙스,핫트랙스",0.092532578,55,12.2
383,12776,용산전자랜드신관,04372 서울특별시 용산구 청파로 74 (한강로3가),37.5290923,126.9606764,02-707-4700,"용산전자랜드,전자상가,용산역,용산롯데시네마, 전자제품,용산전자상가",0.04428765,27,5.8
384,12816,남영볼링센터,04417 서울 용산구 한남대로 130 (볼보빌딩) 지하 2층,37.5398888,127.0044592,02-798-8816,"한류스타,한남볼링센터,한남동,락볼링장,한남동볼링장,한강진볼링장,이태원볼링장",0.03889602,17,3.9
385,12836,SJYP 가로수길점,06028 서울 강남구 강남대로160길 45 1층 SJYP 가로수길점,37.5206456,127.0223038,070-7730-4567,"디자이너,스티브요니,스티브제이앤요니피,SJYP,패션브랜드",0.065128897,63,19.9
386,12993,여의도한강공원,07231 서울 영등포구 여의도동 85,37.533714,126.919748,NA,"소녀시대숲,여의도,공원, 한강공원,여의나루역,숲조성프로젝트,트리플래닛",0.069229432,38,8.2
388,15060,여의도공원,07243 서울 영등포구 여의공원로 68,37.5268082,126.9223229,(주) 02-120 (야) 3780-0777,"한강축제,한강놀거리,한류,서울경치,런닝맨,한강공원,한강,한강캠핑장,크루즈,도깨비야시장,수영장",0.070950181,38,8.2
389,15338,주교좌 명동대성당,"04537 서울 중구 명동길 74 (명동2가, 명동성당)",37.563177,126.9873604,02-774-1784,"명동대성당,부활절,복합문화공간,명동나들이,명동성당,서울가볼만한곳,1898,명동서점",0.010334263,8,1.5
390,15400,MBC월드,"03925 서울 마포구 성암로 267 (상암동, (주)문화방송)",37.5813237,126.8912567,"02-789-3705, 3706","KPOP,쇼음악중심,상암동,한류,한류스타,KPOPSTAR,테마파크,예능프로그램,MBC월드,글로벌미디어센터,한류관광,무한도전,MBC",0.088641129,52,13.4
391,15401,SMTOWN 코엑스 아티움,06164 서울 강남구 삼성동 159-9,37.5130556,127.0586111,2F SMTOWN GIFTSHOP 02-6002-5811<br>4F SMTOWN CAFE 02-6002-5838<br>5F THEATRE 1670-6330,"코엑스아티움,소녀시대,동방신기,NCT,샤이니,SM엔터테인먼트,한류스타,에프엑스,슈퍼주니어,보아,SMTOWN,K-pop,아티움,레드벨벳,한류스타운영명소,EXO",0.097444003,62,18
393,15850,세빛섬,06500 서울 서초구 올림픽대로 683 (반포동),37.5117125,126.994887,1566-3433,"한류관광,어벤져스2,아테나,최시원,인공섬,야경,세빛섬,한류,정우성,그녀는예뻤다",0.059784079,50,15.9
394,15855,KBS 본사,07235 서울 영등포구 여의공원로 13 ,37.5256143,126.9164678,02-781-1000,"김수현,방송국,스튜디오,KBS,방송체험,견학,한류관광,한류,방송촬영,라디오생방송",0.076393731,44,9.8
395,15863,피규어뮤지엄W,"06014 서울 강남구 선릉로158길 3 (청담동, Ys Roo)",37.5255886,127.0411024,02-512-8865,"임시완,한류관광,피규어,박물관,디오,고소영,오마이비너스,소지섭,이광수,엑소,이종석,피규어뮤지엄w,키덜트,신민아,한류",0.075912274,59,17.2
398,16320,낙산공원,03085 서울특별시 종로구 낙산길 41,37.5807709,127.0064081,02-2148-2843,"낙산공원,서울야경명소,한양도성, 그녀는예뻤다,낙산공원성곽길,상속자들,낙산공원벚꽃,서울야경,이민호",0.029602742,25,4
399,16321,남산서울타워,"04340 서울 용산구 남산공원길 105 (용산동2가, YTN서울타워)",37.5511694,126.9882266,02-3455-9277 / 9288,"랜드마크,전망대,N서울타워,드라마촬영지,야경,남산,남산서울타워",0.020367074,48,7
400,16322,하늘공원,"03900 서울 마포구 하늘공원로 95 (상암동, 탐방객안내소)",37.5750891,126.8894528,02-300-5500,"무한도전,난지천공원,상암데이트,상암하늘공원,야경,월드컵공원,평화의공원,하늘공원,노을공원,억새축제",0.089817683,61,14.7
402,16324,북악산,03010 서울 종로구 부암동,37.5962608,126.9676991,NA,"북악산,야경,북악산성곽길,서울드라이브코스,북악스카이웨이,팔각정,북악산둘레길",0.029202039,39,4.8
403,16325,반포대교,서울특별시용산구서빙고동,37.517263,126.995644,NA,"달빛무지개분수,반포대교야경,서울야경,반포대교,반포무지개분수,세빛섬,야경",0.054675096,50,16
404,16326,매봉산,서울특별시중구신당동산51,37.545204,127.007601,NA,"한강진역,한강야경,버티고개역,야경,매봉산,옥수역,서울야경,한강,남산공원,쌈지공원",0.037376897,39,5.9
405,16327,선유도공원,"07200 서울 영등포구 선유로 343 (당산동, 선유도공원)",37.5437229,126.8997207,02-2631-9368,"양화철교,양화한강공원,선유도공원,선유도, 국회의사당,선유도역,여의도,야경,서울데이트코스,선유도벚꽃",0.08340897,48,11.1
406,16328, 송파나루공원 서울놀이마당,05608 서울 송파구 삼학사로 136 (잠실동),37.5092404,127.0991543,02-2147-3854,"잠실,벚꽃축제,백조,매직아일랜드,롯데월드,제2롯데월드,석촌호수,야경",0.13428168,68,20.2
407,16792,국립현대미술관 서울관,03062 서울 종로구 삼청로 30 (소격동) 국립현대미술관,37.5794091,126.9803691,02-3701-9870,"아트,갤러리아트존, 갤러리,현대자동차,전시,국립현대미술관,예술,국립현대미술관아트존,미술관,국립현대미술관서울관",0.010119184,10,1.5
413,18892,리기태전통연공방,03051 서울 종로구 창덕궁5길 4 (원서동),37.5829925,126.9892812,<U+200B>02-720-4114,"북촌,북촌한옥마을,전통연,전통연공방,안국역,서울관광,리기태전통연공방,한국연협회,서울여행",0.01701271,13,2.6
416,18897,금박연,03056 서울 종로구 북촌로12길 24-12 (가회동),37.5825812,126.9861789,02-730-2067,"금박연,전통체험,북촌한옥마을,북촌,서울여행,서울관광,안국역",0.0149926,14,2.4
417,18898,동림매듭공방,03056 서울 종로구 북촌로12길 10 (가회동),37.5817446,126.9856027,02-3673-2778,"서울관광,북촌한옥마을,동림매듭박물관,안국역,동림매듭공방,서울여행,북촌,전통체험",0.013983417,13,2.3
418,18899,우리빛깔공방,03052 서울 종로구 북촌로11가길 14 (가회동),37.5822357,126.9840415,02-730-3044,"서울여행,안국역,전통체험,우리빛깔공방,한국전통,서울관광,북촌,북촌한옥마을",0.013785027,14,2.5
420,18902,북촌전통공예체험관,03056 서울 종로구 북촌로12길 24-5 (가회동),37.5824447,126.9860245,02-741-2148,"한국전통,관광지,안국역,전통공예,서울여행,체험관,전통공예체험관,서울관광,북촌한옥마을,북촌",0.014799482,14,2.4
423,18912,가회민화박물관,03056 서울 종로구 북촌로 52 (가회동) 가회민화박물관,37.5814333,126.9852322,02-741-0466,"북촌,가회민화박물관,민화,서울여행,서울관광,박물관,관광지,북촌한옥마을,안국역",0.013536593,12,2.2
425,18916,북촌문화센터,03059 서울 종로구 계동길 37 (계동),37.5790313,126.9864082,"02-2133-1371, 1372","북촌,관광지,북촌문화센터,서울관광,서울여행,안국역,북촌한옥마을",0.012120088,11,2
426,18918,북촌상회,03059 서울 종로구 계동길 37 (계동),37.5790313,126.9864082,02-743-1470,"서울여행,북촌상회,북촌한옥마을,관광지,한국전통,서울관광,북촌,안국역",0.012120088,11,1.9
427,18992,아르코 미술관,"03087 서울 종로구 동숭길 3 (동숭동, 한국문화예술진흥원)",37.5801905,127.0030805,02-760-4850~3,"문화,대학로,관광지,아르코-미술관,미술관,혜화역,아르코,전시,그림",0.026318829,17,3.6
428,19124,구루루,03040 서울 종로구 필운대로 26 (누하동),37.5799175,126.9687776,070-8954-8815,"소품,구루루,구루루공작실,재활용,멀티샵,소품샵, 핸드메이드,생활소품가게,경복궁역,서촌",0.014748996,14,2.2
